Date,Model,Region,Country,Dealer,Units_Sold,Price_USD,Revenue,Customer_Type,Segment,Fuel_Type,Color
2024-09-06,AMG GT 63,USA,USA,Chicago Auto,2,178400,356800,Returning,Sedan,Petrol,Silver
2023-03-14,AMG GT 63,Europe,Germany,Tokyo Motors,2,186903,373806,Returning,Sedan,Petrol,Black
2023-04-09,SLS AMG,USA,USA,Rome Motors,3,275524,826572,New,Supercar,Petrol,Silver
2023-08-17,SLS AMG,Asia,Singapore,Houston Wheels,4,250139,1000556,New,Supercar,Petrol,White
2023-06-20,CLS 63,Asia,India,Rome Motors,1,97358,97358,Returning,Sedan,Petrol,Black
2024-07-27,CLS 63,Asia,India,Mumbai Wheels,1,90385,90385,Returning,Sedan,Petrol,Blue
2023-09-17,SLS AMG,Europe,Germany,Delhi Motors,4,280703,1122812,New,Supercar,Petrol,Silver
2024-09-17,SLS AMG,Europe,Italy,Berlin Auto,5,264139,1320695,Returning,Supercar,Petrol,White
2023-04-22,CLS 63,Asia,UAE,Chicago Auto,4,93360,373440,New,Sedan,Hybrid,Blue
2024-06-03,AMG G 63,Europe,Italy,Tokyo Motors,5,230052,1150260,New,SUV,Petrol,Black
2024-09-29,AMG GT 63,Europe,UK,LA Motors,5,191374,956870,New,Sedan,Petrol,Black
2024-01-21,SLS AMG,USA,USA,Houston Wheels,4,255640,1022560,New,Supercar,Hybrid,Silver
2023-11-07,AMG GT 63,Asia,UAE,Chicago Auto,1,185686,185686,New,Sedan,Petrol,White
2023-12-18,SLS AMG,Asia,UAE,Tokyo Motors,2,237285,474570,Returning,Supercar,Petrol,Silver
2024-01-18,CLS 63,Europe,Germany,Houston Wheels,3,104428,313284,Returning,Sedan,Petrol,Blue
2023-07-17,AMG GT 63,Europe,Germany,Rome Motors,4,176793,707172,Returning,Sedan,Petrol,White
2024-10-19,CLS 63,Europe,Italy,Berlin Auto,5,89993,449965,Returning,Sedan,Petrol,Blue
2024-06-25,AMG G 63,Europe,Germany,Paris Auto,3,224766,674298,New,SUV,Petrol,Silver
2024-12-19,AMG G 63,USA,USA,Hamburg Auto,3,189838,569514,Returning,SUV,Petrol,Silver
2024-11-12,CLS 63,USA,USA,LA Motors,1,88264,88264,New,Sedan,Petrol,White
2024-06-07,AMG G 63,Asia,UAE,LA Motors,5,223857,1119285,Returning,SUV,Petrol,Blue
2024-02-16,CLS 63,USA,USA,Hamburg Auto,1,94770,94770,Returning,Sedan,Petrol,White
2023-05-24,CLS 63,USA,USA,Delhi Motors,2,93888,187776,New,Sedan,Petrol,Black
2024-10-07,SLS AMG,Europe,UK,Rome Motors,2,264484,528968,Returning,Supercar,Petrol,Black
2024-03-21,CLS 63,Europe,UK,Houston Wheels,2,95628,191256,New,Sedan,Petrol,Silver
2024-10-24,AMG G 63,USA,USA,London Cars,2,228057,456114,New,SUV,Petrol,Blue
2024-11-25,AMG GT 63,Asia,Singapore,Singapore Auto,2,192712,385424,Returning,Sedan,Petrol,White
2023-05-11,AMG GT 63,Europe,Italy,NY Motors,1,187736,187736,Returning,Sedan,Hybrid,Red
2024-04-04,CLS 63,USA,USA,NY Motors,1,99133,99133,New,Sedan,Hybrid,Red
2024-07-28,CLS 63,Europe,Italy,Chicago Auto,1,91787,91787,New,Sedan,Petrol,Silver
2024-02-10,AMG G 63,USA,USA,Hamburg Auto,2,197907,395814,New,SUV,Petrol,Red
2023-12-17,SLS AMG,Asia,Singapore,Rome Motors,1,284211,284211,Returning,Supercar,Petrol,White
2023-06-15,AMG GT 63,USA,USA,London Cars,2,197289,394578,Returning,Sedan,Petrol,Black
2023-10-31,CLS 63,Asia,Singapore,Berlin Auto,2,102581,205162,Returning,Sedan,Petrol,Black
2024-02-09,AMG GT 63,Europe,France,Berlin Auto,4,179419,717676,New,Sedan,Petrol,Silver
2024-11-10,SLS AMG,USA,USA,LA Motors,4,245289,981156,Returning,Supercar,Petrol,Blue
2024-01-28,CLS 63,USA,USA,Tokyo Motors,3,96281,288843,Returning,Sedan,Petrol,Black
2024-02-27,SLS AMG,Europe,Germany,Dubai Luxury,4,261896,1047584,New,Supercar,Petrol,White
2024-09-08,AMG GT 63,USA,USA,Mumbai Wheels,5,191615,958075,New,Sedan,Hybrid,Blue
2023-01-20,AMG GT 63,Asia,UAE,Singapore Auto,2,166520,333040,New,Sedan,Petrol,Black
2023-11-19,CLS 63,Asia,Singapore,Tokyo Motors,5,89547,447735,Returning,Sedan,Petrol,Silver
2023-10-18,AMG G 63,Europe,Germany,Mumbai Wheels,5,190316,951580,Returning,SUV,Petrol,Blue
2024-04-12,AMG GT 63,Asia,Japan,London Cars,1,166768,166768,Returning,Sedan,Petrol,White
2023-11-28,CLS 63,Asia,UAE,Hamburg Auto,1,87385,87385,Returning,Sedan,Petrol,Red
2024-10-10,AMG G 63,Europe,France,Mumbai Wheels,5,229354,1146770,Returning,SUV,Petrol,Red
2023-11-21,SLS AMG,Asia,UAE,London Cars,2,240593,481186,New,Supercar,Petrol,Blue
2023-03-01,AMG GT 63,USA,USA,Rome Motors,2,178317,356634,New,Sedan,Petrol,Black
2023-06-02,CLS 63,Asia,Singapore,Paris Auto,3,103555,310665,Returning,Sedan,Petrol,Silver
2024-11-23,AMG GT 63,Asia,UAE,Hamburg Auto,1,191949,191949,Returning,Sedan,Petrol,Blue
2023-01-17,AMG GT 63,USA,USA,Berlin Auto,3,183764,551292,Returning,Sedan,Petrol,Red
2023-07-21,AMG G 63,Asia,Singapore,NY Motors,2,196162,392324,Returning,SUV,Petrol,Silver
2023-01-16,AMG G 63,Europe,Italy,Dubai Luxury,1,217239,217239,New,SUV,Petrol,Black
2023-10-15,CLS 63,Europe,Italy,NY Motors,4,99389,397556,New,Sedan,Petrol,Blue
2023-09-16,AMG G 63,Europe,France,Delhi Motors,1,228702,228702,New,SUV,Petrol,Blue
2023-01-26,CLS 63,Europe,UK,Berlin Auto,2,93648,187296,New,Sedan,Hybrid,White
2023-09-30,SLS AMG,Europe,Italy,London Cars,5,264330,1321650,New,Supercar,Petrol,Red
2023-12-04,SLS AMG,Europe,Germany,Rome Motors,1,268262,268262,Returning,Supercar,Petrol,White
2023-03-27,AMG GT 63,Europe,Germany,LA Motors,3,175801,527403,New,Sedan,Petrol,Red
2024-08-21,AMG GT 63,USA,USA,NY Motors,5,169225,846125,New,Sedan,Petrol,White
2023-12-30,SLS AMG,USA,USA,Singapore Auto,4,270368,1081472,Returning,Supercar,Petrol,White
2024-05-18,SLS AMG,USA,USA,London Cars,5,240136,1200680,Returning,Supercar,Petrol,White
2023-04-28,SLS AMG,USA,USA,Paris Auto,3,243093,729279,Returning,Supercar,Petrol,Blue
2023-03-19,AMG G 63,USA,USA,Hamburg Auto,1,220220,220220,New,SUV,Hybrid,Blue
2024-11-30,AMG G 63,Europe,France,Chicago Auto,5,199695,998475,Returning,SUV,Petrol,Black
2024-01-06,AMG GT 63,Asia,India,Rome Motors,2,163901,327802,New,Sedan,Petrol,Black
2024-07-08,AMG GT 63,Europe,UK,Berlin Auto,3,193766,581298,Returning,Sedan,Petrol,White
2024-02-03,AMG GT 63,Asia,India,Hamburg Auto,4,176022,704088,Returning,Sedan,Petrol,Silver
2023-12-10,SLS AMG,USA,USA,Mumbai Wheels,5,239248,1196240,Returning,Supercar,Petrol,Silver
2023-08-02,SLS AMG,Asia,UAE,LA Motors,4,244883,979532,Returning,Supercar,Petrol,Blue
2024-11-04,AMG GT 63,Europe,UK,Dubai Luxury,4,196122,784488,Returning,Sedan,Petrol,White
2023-10-07,AMG G 63,Europe,UK,Chicago Auto,5,205840,1029200,New,SUV,Hybrid,Black
2023-11-01,SLS AMG,Europe,Italy,Hamburg Auto,2,241873,483746,Returning,Supercar,Petrol,Red
2023-07-09,AMG GT 63,USA,USA,Houston Wheels,5,166369,831845,Returning,Sedan,Petrol,Red
2023-04-22,CLS 63,USA,USA,Berlin Auto,4,85575,342300,Returning,Sedan,Petrol,White
2023-09-07,AMG G 63,USA,USA,LA Motors,3,206618,619854,New,SUV,Hybrid,Blue
2024-03-30,SLS AMG,Europe,UK,Dubai Luxury,2,260015,520030,New,Supercar,Petrol,Blue
2023-08-22,CLS 63,Europe,Italy,Paris Auto,3,102445,307335,New,Sedan,Petrol,White
2023-07-10,AMG G 63,USA,USA,Dubai Luxury,4,216866,867464,New,SUV,Hybrid,White
2023-12-05,SLS AMG,Europe,France,Tokyo Motors,1,258026,258026,Returning,Supercar,Petrol,Silver
2023-08-09,AMG GT 63,Europe,UK,Paris Auto,2,178299,356598,Returning,Sedan,Petrol,Blue
2024-03-19,CLS 63,USA,USA,Berlin Auto,4,95782,383128,New,Sedan,Petrol,Silver
2023-09-14,AMG GT 63,Asia,UAE,London Cars,5,165689,828445,Returning,Sedan,Hybrid,White
2023-05-17,AMG G 63,USA,USA,Dubai Luxury,2,228971,457942,New,SUV,Hybrid,White
2023-10-08,AMG GT 63,Europe,France,Houston Wheels,2,173214,346428,New,Sedan,Petrol,Silver
2024-11-05,CLS 63,Europe,UK,London Cars,5,92647,463235,Returning,Sedan,Petrol,Red
2023-09-30,CLS 63,USA,USA,Houston Wheels,4,99340,397360,New,Sedan,Petrol,Red
2023-04-23,CLS 63,Asia,India,Rome Motors,5,87103,435515,Returning,Sedan,Petrol,Black
2024-10-14,CLS 63,Asia,Singapore,Houston Wheels,2,98204,196408,New,Sedan,Petrol,Red
2024-11-19,CLS 63,Asia,Singapore,Houston Wheels,4,95165,380660,Returning,Sedan,Petrol,Black
2023-02-25,SLS AMG,Asia,UAE,LA Motors,3,267552,802656,New,Supercar,Petrol,Red
2023-03-21,AMG GT 63,Europe,Germany,NY Motors,1,171657,171657,Returning,Sedan,Petrol,Red
2023-01-07,AMG G 63,USA,USA,Hamburg Auto,2,207764,415528,Returning,SUV,Petrol,Black
2023-12-20,CLS 63,Asia,Singapore,Hamburg Auto,4,101621,406484,Returning,Sedan,Petrol,Blue
2024-02-19,CLS 63,Europe,Italy,LA Motors,3,97510,292530,Returning,Sedan,Petrol,Red
2024-11-12,AMG G 63,Asia,India,Hamburg Auto,3,211082,633246,New,SUV,Petrol,Blue
2023-08-28,SLS AMG,USA,USA,Berlin Auto,5,243030,1215150,New,Supercar,Petrol,Silver
2023-02-16,AMG GT 63,USA,USA,Berlin Auto,3,197705,593115,New,Sedan,Petrol,White
2024-08-20,SLS AMG,Asia,Japan,NY Motors,1,270056,270056,Returning,Supercar,Petrol,Silver
2023-05-16,AMG GT 63,Europe,Germany,Delhi Motors,3,190666,571998,Returning,Sedan,Hybrid,Black
2023-07-27,AMG GT 63,Europe,UK,Tokyo Motors,5,195864,979320,Returning,Sedan,Petrol,Red
2023-11-28,AMG GT 63,Asia,Singapore,Paris Auto,2,193893,387786,Returning,Sedan,Hybrid,White
2023-08-12,SLS AMG,Europe,Italy,NY Motors,4,237028,948112,Returning,Supercar,Petrol,Black
2023-11-14,CLS 63,Europe,Italy,London Cars,1,90597,90597,Returning,Sedan,Petrol,Silver
2024-01-29,AMG G 63,Asia,Japan,Tokyo Motors,4,214950,859800,Returning,SUV,Petrol,Black
2023-11-10,AMG GT 63,Asia,Japan,Berlin Auto,3,185645,556935,Returning,Sedan,Petrol,White
2023-06-11,AMG GT 63,Europe,Italy,Delhi Motors,3,181860,545580,Returning,Sedan,Petrol,White
2023-04-23,SLS AMG,Europe,France,Houston Wheels,1,271503,271503,New,Supercar,Petrol,White
2023-04-23,AMG G 63,Europe,Germany,NY Motors,2,209443,418886,Returning,SUV,Petrol,Red
2023-08-07,AMG GT 63,Europe,France,Delhi Motors,4,188146,752584,Returning,Sedan,Petrol,Silver
2024-05-03,SLS AMG,USA,USA,Mumbai Wheels,4,260890,1043560,Returning,Supercar,Petrol,Red
2023-08-01,AMG G 63,USA,USA,Dubai Luxury,2,204111,408222,Returning,SUV,Petrol,White
2024-11-22,AMG G 63,USA,USA,Hamburg Auto,1,200632,200632,New,SUV,Petrol,Black
2023-02-18,AMG G 63,Asia,India,Singapore Auto,1,195099,195099,Returning,SUV,Petrol,Black
2023-01-11,CLS 63,USA,USA,Singapore Auto,4,96132,384528,New,Sedan,Hybrid,White
2023-08-17,AMG GT 63,Asia,Japan,Mumbai Wheels,3,180305,540915,Returning,Sedan,Petrol,White
2023-12-25,AMG GT 63,Asia,Singapore,Mumbai Wheels,4,169624,678496,Returning,Sedan,Hybrid,Blue
2024-08-15,CLS 63,USA,USA,Hamburg Auto,5,101809,509045,New,Sedan,Hybrid,Blue
2024-06-21,AMG GT 63,Asia,Singapore,Dubai Luxury,3,193977,581931,New,Sedan,Petrol,Red
2024-11-28,SLS AMG,Asia,India,Tokyo Motors,5,247967,1239835,New,Supercar,Hybrid,Black
2023-05-07,CLS 63,USA,USA,Berlin Auto,2,99628,199256,New,Sedan,Petrol,Blue
2023-12-06,CLS 63,USA,USA,Mumbai Wheels,1,99047,99047,New,Sedan,Petrol,Blue
2024-10-18,SLS AMG,Asia,India,Mumbai Wheels,5,243876,1219380,Returning,Supercar,Petrol,Blue
2023-04-28,CLS 63,USA,USA,Paris Auto,2,96180,192360,Returning,Sedan,Petrol,Red
2023-05-29,SLS AMG,Europe,Italy,London Cars,4,253563,1014252,Returning,Supercar,Petrol,Black
2023-10-02,CLS 63,Europe,France,Berlin Auto,4,95034,380136,Returning,Sedan,Petrol,Silver
2023-05-21,CLS 63,Asia,UAE,Chicago Auto,3,92268,276804,Returning,Sedan,Petrol,Silver
2023-11-15,CLS 63,Europe,France,Houston Wheels,4,90287,361148,New,Sedan,Hybrid,Black
2023-12-07,CLS 63,USA,USA,Singapore Auto,3,95382,286146,Returning,Sedan,Petrol,Silver
2024-03-29,AMG G 63,USA,USA,Hamburg Auto,3,221092,663276,New,SUV,Petrol,Black
2024-01-25,SLS AMG,Europe,Germany,London Cars,1,253306,253306,Returning,Supercar,Petrol,Blue
2023-09-03,AMG GT 63,Europe,Germany,LA Motors,4,172290,689160,Returning,Sedan,Petrol,White
2024-07-04,AMG GT 63,USA,USA,Singapore Auto,4,181775,727100,New,Sedan,Petrol,White
2023-07-03,AMG G 63,Asia,Japan,Hamburg Auto,5,192586,962930,Returning,SUV,Petrol,Silver
2024-02-19,SLS AMG,USA,USA,London Cars,3,255351,766053,Returning,Supercar,Petrol,Black
2024-07-15,SLS AMG,USA,USA,Mumbai Wheels,2,250672,501344,Returning,Supercar,Petrol,Red
2023-02-12,SLS AMG,USA,USA,Berlin Auto,2,271929,543858,New,Supercar,Petrol,Black
2024-04-11,SLS AMG,Asia,Japan,Chicago Auto,5,273353,1366765,New,Supercar,Hybrid,Red
2023-03-23,CLS 63,Europe,UK,Delhi Motors,4,90180,360720,Returning,Sedan,Petrol,Blue
2023-07-27,AMG G 63,Asia,Japan,Berlin Auto,2,190824,381648,Returning,SUV,Petrol,Black
2024-08-09,AMG GT 63,USA,USA,NY Motors,5,186988,934940,Returning,Sedan,Petrol,White
2023-10-12,AMG GT 63,USA,USA,Singapore Auto,2,190444,380888,Returning,Sedan,Petrol,White
2024-02-20,AMG G 63,Europe,Italy,Rome Motors,3,204072,612216,New,SUV,Petrol,White
2024-10-31,AMG G 63,USA,USA,Hamburg Auto,4,198542,794168,Returning,SUV,Petrol,Black
2024-10-02,CLS 63,Asia,Singapore,Singapore Auto,4,102662,410648,Returning,Sedan,Petrol,White
2024-12-16,SLS AMG,USA,USA,Hamburg Auto,1,242006,242006,Returning,Supercar,Petrol,Blue
2024-01-06,CLS 63,USA,USA,Dubai Luxury,5,86167,430835,Returning,Sedan,Petrol,Blue
2024-01-16,CLS 63,Europe,UK,Singapore Auto,4,89748,358992,New,Sedan,Petrol,Red
2023-02-06,AMG G 63,Asia,India,Chicago Auto,2,226318,452636,Returning,SUV,Hybrid,Black
2024-07-23,AMG GT 63,Asia,Japan,Dubai Luxury,1,192724,192724,Returning,Sedan,Hybrid,Blue
2024-01-28,AMG G 63,USA,USA,Dubai Luxury,1,219447,219447,Returning,SUV,Petrol,Black
2023-08-03,AMG GT 63,USA,USA,LA Motors,1,168320,168320,Returning,Sedan,Petrol,Black
2023-03-01,CLS 63,Asia,India,Dubai Luxury,4,88617,354468,New,Sedan,Hybrid,Blue
2024-03-17,SLS AMG,Asia,Singapore,London Cars,2,248936,497872,New,Supercar,Hybrid,Red
2023-04-14,SLS AMG,Europe,Germany,Chicago Auto,2,264583,529166,New,Supercar,Petrol,Blue
2023-03-06,AMG GT 63,Asia,Japan,Rome Motors,1,195883,195883,Returning,Sedan,Hybrid,White
2023-11-13,SLS AMG,Europe,Italy,Delhi Motors,5,250479,1252395,Returning,Supercar,Petrol,Red
2024-06-18,AMG G 63,Asia,Singapore,Delhi Motors,1,193144,193144,Returning,SUV,Petrol,White
2023-04-09,CLS 63,USA,USA,Delhi Motors,1,93600,93600,New,Sedan,Petrol,White
2024-12-09,SLS AMG,Europe,France,Delhi Motors,3,275368,826104,New,Supercar,Petrol,Black
2023-05-12,AMG G 63,Europe,UK,Paris Auto,3,218810,656430,New,SUV,Petrol,White
2023-02-12,SLS AMG,Europe,UK,Berlin Auto,2,276177,552354,Returning,Supercar,Petrol,Red
2023-01-01,CLS 63,Europe,Germany,Tokyo Motors,4,102951,411804,Returning,Sedan,Petrol,Silver
2023-06-15,AMG GT 63,USA,USA,Tokyo Motors,3,196848,590544,New,Sedan,Petrol,White
2023-12-20,SLS AMG,Europe,Germany,Houston Wheels,3,277547,832641,New,Supercar,Petrol,Blue
2023-11-22,SLS AMG,Europe,France,Hamburg Auto,1,269870,269870,New,Supercar,Petrol,Blue
2024-02-18,CLS 63,USA,USA,Hamburg Auto,2,89796,179592,New,Sedan,Hybrid,White
2024-03-01,CLS 63,USA,USA,Chicago Auto,1,88913,88913,Returning,Sedan,Petrol,Blue
2024-02-23,CLS 63,Asia,Singapore,Tokyo Motors,2,101762,203524,New,Sedan,Petrol,White
2023-06-05,CLS 63,Asia,India,Paris Auto,2,91612,183224,New,Sedan,Hybrid,Silver
2023-09-27,SLS AMG,Asia,India,Dubai Luxury,2,268286,536572,New,Supercar,Hybrid,White
2023-01-20,AMG GT 63,Europe,UK,Delhi Motors,2,166154,332308,Returning,Sedan,Petrol,Black
2023-09-10,AMG GT 63,USA,USA,Dubai Luxury,3,189549,568647,Returning,Sedan,Petrol,Black
2024-10-15,AMG GT 63,Asia,UAE,Houston Wheels,5,164508,822540,Returning,Sedan,Petrol,Silver
2023-02-22,AMG GT 63,Europe,France,Singapore Auto,4,194790,779160,Returning,Sedan,Petrol,Red
2024-07-13,AMG G 63,USA,USA,Tokyo Motors,4,212767,851068,Returning,SUV,Petrol,Blue
2023-03-14,AMG G 63,Asia,India,Rome Motors,2,192927,385854,Returning,SUV,Petrol,Silver
2023-03-18,CLS 63,Europe,Italy,Tokyo Motors,2,94961,189922,Returning,Sedan,Petrol,Black
2023-05-22,CLS 63,USA,USA,Delhi Motors,1,102262,102262,Returning,Sedan,Petrol,Silver
2023-10-30,AMG G 63,Europe,Germany,NY Motors,4,189298,757192,Returning,SUV,Hybrid,Silver
2023-06-26,AMG GT 63,Europe,France,Delhi Motors,3,173485,520455,Returning,Sedan,Hybrid,White
2023-09-12,AMG G 63,Europe,France,Houston Wheels,1,224718,224718,New,SUV,Petrol,Red
2024-07-11,AMG G 63,Europe,UK,London Cars,1,211957,211957,New,SUV,Petrol,Black
2024-07-17,SLS AMG,Asia,Singapore,Mumbai Wheels,4,271498,1085992,New,Supercar,Petrol,White
2023-12-09,CLS 63,USA,USA,Chicago Auto,1,100791,100791,Returning,Sedan,Petrol,Red
2023-11-13,AMG GT 63,Asia,UAE,Dubai Luxury,4,182870,731480,New,Sedan,Petrol,White
2023-02-18,AMG GT 63,USA,USA,Delhi Motors,3,185808,557424,New,Sedan,Petrol,Silver
2023-02-26,AMG G 63,Asia,Singapore,Dubai Luxury,5,193253,966265,Returning,SUV,Petrol,Silver
2023-11-25,SLS AMG,Asia,Singapore,Rome Motors,2,270874,541748,New,Supercar,Hybrid,Black
2023-01-13,AMG G 63,USA,USA,Dubai Luxury,4,198582,794328,Returning,SUV,Petrol,Silver
2024-01-28,CLS 63,USA,USA,Chicago Auto,3,99421,298263,Returning,Sedan,Petrol,Red
2024-10-01,CLS 63,Europe,Italy,Singapore Auto,1,94130,94130,New,Sedan,Petrol,White
2024-08-28,AMG G 63,Asia,Singapore,Singapore Auto,1,221926,221926,New,SUV,Petrol,Black
2023-05-06,SLS AMG,Europe,France,Paris Auto,3,271935,815805,New,Supercar,Petrol,Black
2023-10-08,AMG GT 63,Asia,India,Paris Auto,3,178838,536514,New,Sedan,Petrol,White
2023-05-24,CLS 63,Europe,UK,Houston Wheels,1,93175,93175,New,Sedan,Hybrid,White
2023-06-21,AMG G 63,Europe,Germany,London Cars,3,205300,615900,Returning,SUV,Petrol,Silver
2024-12-27,CLS 63,USA,USA,Singapore Auto,5,95070,475350,New,Sedan,Petrol,Black
2023-12-12,CLS 63,USA,USA,Hamburg Auto,4,93722,374888,Returning,Sedan,Petrol,Silver
2024-10-25,CLS 63,USA,USA,NY Motors,2,87130,174260,Returning,Sedan,Petrol,Red
2024-07-30,CLS 63,USA,USA,LA Motors,2,96757,193514,Returning,Sedan,Petrol,Black
2024-08-04,AMG G 63,Asia,UAE,LA Motors,2,197030,394060,New,SUV,Petrol,White
2023-04-15,SLS AMG,Europe,Italy,Chicago Auto,4,271457,1085828,New,Supercar,Petrol,Silver
2024-04-07,CLS 63,Asia,Japan,LA Motors,4,91710,366840,New,Sedan,Petrol,Red
2024-03-22,CLS 63,Asia,Japan,LA Motors,3,93290,279870,Returning,Sedan,Petrol,Black
2024-07-22,SLS AMG,Europe,France,Mumbai Wheels,2,257965,515930,Returning,Supercar,Petrol,White
2023-11-09,CLS 63,Asia,Singapore,Hamburg Auto,1,87899,87899,New,Sedan,Petrol,Blue
2023-12-17,AMG G 63,Europe,Italy,Paris Auto,3,215296,645888,Returning,SUV,Petrol,Blue
2023-12-19,AMG G 63,USA,USA,Delhi Motors,4,229419,917676,Returning,SUV,Petrol,Silver
2023-04-17,SLS AMG,USA,USA,Berlin Auto,4,248961,995844,Returning,Supercar,Petrol,White
2023-07-29,AMG G 63,Asia,Singapore,Dubai Luxury,1,214662,214662,New,SUV,Hybrid,Red
2023-07-05,AMG G 63,Asia,India,NY Motors,4,203543,814172,New,SUV,Petrol,Silver
2023-10-07,SLS AMG,Asia,Japan,Houston Wheels,2,244947,489894,Returning,Supercar,Petrol,Red
2023-02-13,CLS 63,Asia,Singapore,Chicago Auto,4,89833,359332,New,Sedan,Petrol,White
2023-03-30,CLS 63,Europe,UK,London Cars,3,87648,262944,Returning,Sedan,Petrol,Blue
2023-08-28,AMG GT 63,USA,USA,Hamburg Auto,4,166718,666872,New,Sedan,Petrol,White
2023-12-05,AMG G 63,USA,USA,Rome Motors,2,192475,384950,New,SUV,Hybrid,Blue
2023-07-18,AMG GT 63,USA,USA,Singapore Auto,2,195967,391934,Returning,Sedan,Petrol,Blue
2023-10-23,SLS AMG,Europe,Germany,Singapore Auto,3,263418,790254,New,Supercar,Petrol,Silver
2023-02-16,CLS 63,USA,USA,Houston Wheels,5,87999,439995,New,Sedan,Hybrid,Red
2023-08-09,CLS 63,Europe,Italy,Delhi Motors,2,96170,192340,New,Sedan,Petrol,Red
2023-01-10,CLS 63,USA,USA,LA Motors,4,88213,352852,Returning,Sedan,Hybrid,White
2023-08-05,AMG GT 63,Europe,Italy,Houston Wheels,4,181149,724596,New,Sedan,Petrol,Silver
2023-06-16,AMG GT 63,USA,USA,Rome Motors,1,191246,191246,New,Sedan,Petrol,Silver
2023-11-02,SLS AMG,Europe,France,Rome Motors,3,262721,788163,Returning,Supercar,Hybrid,White
2023-08-28,CLS 63,Asia,India,NY Motors,3,89117,267351,Returning,Sedan,Petrol,Blue
2024-11-17,AMG GT 63,Europe,Italy,Houston Wheels,2,173545,347090,Returning,Sedan,Petrol,White
2024-07-13,SLS AMG,Europe,Germany,Houston Wheels,5,238916,1194580,New,Supercar,Hybrid,Black
2023-02-07,CLS 63,Europe,Germany,NY Motors,4,97328,389312,New,Sedan,Petrol,Black
2024-03-08,AMG G 63,Asia,Singapore,London Cars,1,203322,203322,Returning,SUV,Petrol,Black
2024-03-24,CLS 63,Asia,Japan,Rome Motors,2,102520,205040,New,Sedan,Petrol,Blue
2024-03-09,SLS AMG,Asia,Japan,Delhi Motors,4,249232,996928,New,Supercar,Hybrid,Red
2024-03-19,AMG G 63,Europe,France,NY Motors,1,209160,209160,New,SUV,Petrol,White
2023-09-28,CLS 63,USA,USA,Hamburg Auto,4,86761,347044,New,Sedan,Hybrid,White
2023-03-06,AMG G 63,Asia,UAE,LA Motors,1,214523,214523,Returning,SUV,Petrol,Silver
2024-06-22,SLS AMG,Europe,Germany,Rome Motors,3,239088,717264,New,Supercar,Petrol,Black
2023-08-25,AMG GT 63,Asia,India,Houston Wheels,5,170426,852130,New,Sedan,Hybrid,Red
2024-04-17,AMG GT 63,USA,USA,Singapore Auto,4,191869,767476,New,Sedan,Petrol,Blue
2023-11-27,SLS AMG,USA,USA,Paris Auto,5,270745,1353725,New,Supercar,Petrol,Black
2024-06-30,AMG G 63,Asia,UAE,Paris Auto,4,217509,870036,New,SUV,Hybrid,White
2023-03-04,AMG G 63,Asia,Japan,Singapore Auto,3,224683,674049,New,SUV,Petrol,Blue
2024-10-10,CLS 63,USA,USA,Chicago Auto,3,98309,294927,Returning,Sedan,Petrol,White
2023-07-24,CLS 63,Asia,Singapore,London Cars,3,92392,277176,New,Sedan,Petrol,Black
2024-07-19,AMG G 63,Europe,UK,Chicago Auto,2,217872,435744,New,SUV,Petrol,Silver
2024-02-21,SLS AMG,USA,USA,Chicago Auto,4,272424,1089696,Returning,Supercar,Petrol,Silver
2024-04-18,SLS AMG,USA,USA,Delhi Motors,1,237411,237411,New,Supercar,Petrol,Blue
2023-08-23,AMG G 63,USA,USA,Singapore Auto,3,229768,689304,New,SUV,Petrol,White
2023-11-07,CLS 63,Asia,India,Dubai Luxury,5,98570,492850,New,Sedan,Petrol,Blue
2024-09-16,AMG G 63,Europe,Italy,London Cars,5,196896,984480,Returning,SUV,Petrol,Silver
2024-11-23,AMG G 63,USA,USA,Delhi Motors,4,202004,808016,New,SUV,Hybrid,White
2023-05-09,AMG GT 63,Asia,UAE,NY Motors,4,192346,769384,New,Sedan,Petrol,Blue
2024-08-23,CLS 63,Asia,India,Rome Motors,2,86927,173854,Returning,Sedan,Petrol,Black
2023-06-25,AMG GT 63,USA,USA,Tokyo Motors,1,171216,171216,New,Sedan,Petrol,Blue
2023-10-09,CLS 63,Europe,France,Berlin Auto,3,102055,306165,New,Sedan,Petrol,Silver
2024-03-24,AMG G 63,Asia,UAE,Dubai Luxury,1,224513,224513,New,SUV,Hybrid,Red
2023-05-24,CLS 63,Asia,UAE,Delhi Motors,4,97864,391456,Returning,Sedan,Petrol,Black
2023-11-21,SLS AMG,USA,USA,Paris Auto,1,259852,259852,Returning,Supercar,Petrol,Black
2024-04-23,CLS 63,USA,USA,NY Motors,2,86530,173060,New,Sedan,Petrol,Blue
2023-09-05,CLS 63,USA,USA,Chicago Auto,4,103233,412932,New,Sedan,Petrol,Blue
2024-10-24,SLS AMG,Europe,Italy,London Cars,5,237773,1188865,New,Supercar,Hybrid,Blue
2024-03-31,AMG GT 63,Europe,Germany,Delhi Motors,1,166672,166672,Returning,Sedan,Petrol,Black
2023-02-08,SLS AMG,Europe,Germany,Delhi Motors,4,245667,982668,New,Supercar,Petrol,White
2023-03-28,SLS AMG,Europe,France,Singapore Auto,2,246438,492876,Returning,Supercar,Petrol,Red
2023-04-25,SLS AMG,Asia,UAE,Dubai Luxury,2,252451,504902,New,Supercar,Petrol,White
